Age,Gender,Mood,Stress,SleepQuality,Anxiety,FavGenre,Language,Activity,RecommendedPlaylist
51,Male,Angry,6,Fair,9,Pop,Other,Meditation,playlist_3
67,Male,Anxiety,7,Good,1,Classical,English,Meditation,playlist_3
51,Female,Tired,2,Good,1,Classical,Kannada,Relaxation,playlist_5
24,Female,Sad,6,Poor,4,Nature Sounds,Telugu,Relaxation,playlist_2
24,Male,Angry,8,Fair,3,Classical,Kannada,Relaxation,playlist_4
33,Male,Tired,8,Fair,3,Nature Sounds,Malayalam,Meditation,playlist_5
31,Male,Angry,4,Good,10,Pop,Tamil,Relaxation,playlist_4
35,Prefer not to say,Sad,6,Poor,2,Instrumental,Hindi,Relaxation,playlist_2
28,Female,Tired,5,Good,10,Pop,Spanish,Exercise,playlist_5
23,Female,Sad,9,Fair,10,Lo-fi,Malayalam,Exercise,playlist_2
60,Male,Happy,8,Fair,2,Pop,Hindi,Sleeping,playlist_2
15,Male,Sad,2,Poor,8,Lo-fi,Tamil,Studying,playlist_1
65,Male,Angry,7,Good,1,Classical,Hindi,Studying,playlist_1
59,Prefer not to say,Anxiety,7,Fair,8,Pop,English,Relaxation,playlist_3
27,Female,Sad,1,Fair,10,Instrumental,Tamil,Sleeping,playlist_2
18,Female,Anxiety,1,Poor,3,Pop,Tamil,Sleeping,playlist_3
15,Female,Happy,4,Fair,2,Pop,Hindi,Exercise,playlist_5
63,Female,Tired,5,Fair,9,Pop,Spanish,Sleeping,playlist_5
54,Male,Tired,4,Good,5,Nature Sounds,Malayalam,Meditation,playlist_5
46,Male,Anxiety,7,Poor,5,Pop,Kannada,Relaxation,playlist_3
48,Female,Tired,3,Poor,6,Pop,Spanish,Meditation,playlist_5
42,Male,Sad,7,Poor,4,Instrumental,Spanish,Studying,playlist_1
45,Male,Anxiety,8,Good,7,Lo-fi,Telugu,Exercise,playlist_3
22,Female,Angry,6,Poor,7,Lo-fi,Spanish,Meditation,playlist_3
53,Other,Sad,6,Fair,9,Instrumental,Kannada,Relaxation,playlist_2
40,Other,Sad,8,Poor,6,Classical,English,Meditation,playlist_2
72,Male,Sad,8,Fair,1,Pop,Tamil,Meditation,playlist_2
48,Male,Angry,7,Poor,9,Classical,Tamil,Sleeping,playlist_2
68,Female,Happy,6,Poor,10,Instrumental,English,Exercise,playlist_1
68,Female,Tired,6,Good,9,Classical,Telugu,Studying,playlist_1
17,Prefer not to say,Anxiety,10,Poor,5,Lo-fi,Tamil,Relaxation,playlist_3
73,Female,Happy,6,Poor,7,Nature Sounds,Kannada,Relaxation,playlist_1
64,Female,Anxiety,8,Good,1,Classical,English,Studying,playlist_1
26,Male,Tired,1,Fair,4,Nature Sounds,Tamil,Relaxation,playlist_5
15,Male,Angry,5,Poor,10,Classical,Kannada,Sleeping,playlist_4
68,Male,Sad,3,Poor,4,Instrumental,English,Meditation,playlist_2
58,Female,Sad,8,Fair,5,Nature Sounds,English,Sleeping,playlist_2
19,Male,Angry,6,Good,6,Classical,English,Sleeping,playlist_4
44,Female,Happy,2,Poor,4,Instrumental,Other,Sleeping,playlist_1
44,Female,Happy,7,Good,6,Lo-fi,Telugu,Studying,playlist_1
73,Male,Anxiety,7,Fair,10,Pop,English,Exercise,playlist_3
71,Other,Angry,5,Fair,7,Instrumental,Spanish,Studying,playlist_1
31,Female,Happy,8,Good,3,Instrumental,Malayalam,Studying,playlist_1
62,Other,Angry,5,Fair,9,Lo-fi,Hindi,Sleeping,playlist_4
61,Other,Tired,1,Fair,8,Nature Sounds,Hindi,Exercise,playlist_5
37,Male,Sad,9,Poor,1,Classical,English,Studying,playlist_1
29,Male,Sad,4,Good,2,Nature Sounds,Tamil,Exercise,playlist_5
51,Male,Sad,2,Poor,2,Instrumental,Spanish,Sleeping,playlist_2
35,Female,Angry,4,Good,10,Classical,Spanish,Studying,playlist_1
28,Female,Angry,9,Poor,9,Pop,Hindi,Exercise,playlist_4
16,Other,Anxiety,2,Fair,9,Pop,Kannada,Relaxation,playlist_3
25,Male,Sad,4,Good,9,Classical,Kannada,Studying,playlist_1
65,Female,Anxiety,2,Good,1,Instrumental,Tamil,Studying,playlist_1
53,Prefer not to say,Sad,5,Good,7,Lo-fi,Kannada,Studying,playlist_1
52,Female,Anxiety,3,Good,3,Nature Sounds,Malayalam,Exercise,playlist_5
74,Male,Anxiety,10,Fair,9,Nature Sounds,Tamil,Meditation,playlist_3
48,Female,Tired,2,Fair,8,Lo-fi,Kannada,Studying,playlist_1
52,Male,Anxiety,9,Fair,3,Lo-fi,English,Relaxation,playlist_3
64,Male,Angry,5,Poor,1,Pop,Spanish,Relaxation,playlist_4
48,Male,Anxiety,10,Fair,9,Lo-fi,Kannada,Sleeping,playlist_2
32,Male,Sad,5,Poor,10,Classical,Spanish,Meditation,playlist_3
44,Female,Anxiety,1,Poor,1,Pop,English,Meditation,playlist_3
29,Male,Happy,6,Fair,3,Instrumental,Kannada,Exercise,playlist_1
41,Female,Sad,7,Fair,6,Pop,Kannada,Sleeping,playlist_2
65,Male,Happy,1,Fair,6,Pop,Kannada,Exercise,playlist_5
48,Male,Sad,9,Poor,10,Nature Sounds,English,Sleeping,playlist_2
66,Male,Angry,8,Good,4,Lo-fi,Other,Meditation,playlist_4
71,Male,Angry,8,Fair,2,Classical,Kannada,Exercise,playlist_4
52,Male,Angry,7,Poor,10,Lo-fi,Kannada,Sleeping,playlist_2
47,Female,Happy,5,Poor,6,Nature Sounds,Spanish,Meditation,playlist_1
38,Prefer not to say,Tired,3,Fair,10,Lo-fi,Malayalam,Meditation,playlist_3
29,Male,Sad,9,Poor,5,Classical,Telugu,Studying,playlist_1
74,Male,Angry,7,Fair,6,Lo-fi,Other,Exercise,playlist_4
44,Male,Sad,10,Poor,7,Nature Sounds,English,Studying,playlist_1
69,Female,Happy,10,Good,9,Classical,Malayalam,Meditation,playlist_3
56,Female,Tired,8,Poor,7,Lo-fi,Hindi,Exercise,playlist_5
65,Female,Happy,6,Fair,4,Nature Sounds,Spanish,Exercise,playlist_1
31,Male,Sad,5,Good,10,Nature Sounds,Tamil,Relaxation,playlist_2
19,Male,Tired,8,Fair,5,Pop,Spanish,Sleeping,playlist_2
43,Male,Tired,3,Poor,6,Classical,Telugu,Relaxation,playlist_5
18,Female,Happy,7,Good,9,Classical,Malayalam,Relaxation,playlist_1
24,Male,Angry,2,Good,5,Lo-fi,Malayalam,Meditation,playlist_4
70,Female,Sad,3,Poor,5,Pop,Kannada,Sleeping,playlist_2
31,Female,Anxiety,2,Good,7,Classical,Hindi,Relaxation,playlist_3
24,Female,Anxiety,5,Good,2,Nature Sounds,Hindi,Relaxation,playlist_3
31,Male,Happy,7,Good,3,Classical,Kannada,Exercise,playlist_1
74,Female,Sad,10,Fair,2,Pop,Malayalam,Meditation,playlist_2
34,Male,Sad,10,Fair,10,Instrumental,Spanish,Relaxation,playlist_2
38,Prefer not to say,Happy,1,Good,10,Nature Sounds,Malayalam,Sleeping,playlist_1
19,Male,Sad,10,Poor,2,Classical,Kannada,Studying,playlist_1
48,Male,Angry,9,Poor,3,Nature Sounds,Telugu,Studying,playlist_1
20,Male,Happy,1,Fair,6,Lo-fi,Other,Meditation,playlist_1
67,Female,Angry,1,Poor,5,Nature Sounds,English,Studying,playlist_1
16,Male,Sad,10,Good,5,Classical,Telugu,Exercise,playlist_2
27,Female,Happy,8,Poor,2,Lo-fi,English,Exercise,playlist_1
57,Male,Sad,6,Fair,2,Lo-fi,Hindi,Sleeping,playlist_2
57,Male,Happy,6,Fair,1,Lo-fi,Tamil,Meditation,playlist_1
62,Female,Sad,9,Good,3,Instrumental,Kannada,Meditation,playlist_2
25,Male,Angry,4,Fair,7,Instrumental,Telugu,Studying,playlist_1
65,Female,Angry,8,Fair,5,Lo-fi,Hindi,Relaxation,playlist_4
61,Female,Sad,4,Fair,7,Classical,Telugu,Relaxation,playlist_2
71,Female,Happy,2,Poor,9,Lo-fi,Malayalam,Relaxation,playlist_1
37,Male,Anxiety,8,Fair,6,Lo-fi,English,Sleeping,playlist_2
69,Female,Angry,7,Poor,2,Nature Sounds,Kannada,Meditation,playlist_4
30,Other,Angry,4,Fair,1,Nature Sounds,Malayalam,Studying,playlist_1
45,Female,Anxiety,9,Fair,1,Nature Sounds,English,Sleeping,playlist_2
25,Male,Sad,9,Poor,10,Pop,Malayalam,Exercise,playlist_2
68,Female,Happy,8,Poor,9,Nature Sounds,English,Exercise,playlist_1
30,Other,Sad,1,Good,6,Nature Sounds,Other,Exercise,playlist_5
22,Male,Tired,7,Good,6,Classical,English,Meditation,playlist_5
18,Female,Angry,5,Poor,4,Instrumental,Malayalam,Exercise,playlist_5
54,Female,Tired,7,Fair,2,Instrumental,Hindi,Relaxation,playlist_5
18,Male,Angry,9,Good,10,Instrumental,Kannada,Exercise,playlist_4
70,Male,Angry,2,Poor,3,Pop,Tamil,Sleeping,playlist_4
39,Male,Tired,4,Poor,3,Lo-fi,Other,Exercise,playlist_5
17,Male,Tired,4,Fair,8,Nature Sounds,Other,Relaxation,playlist_5
46,Female,Sad,2,Poor,6,Classical,Other,Exercise,playlist_5
17,Female,Tired,3,Good,7,Pop,Telugu,Studying,playlist_1
41,Female,Sad,8,Fair,9,Instrumental,Other,Relaxation,playlist_2
43,Female,Sad,9,Poor,1,Pop,Spanish,Meditation,playlist_2
46,Male,Sad,6,Poor,2,Classical,English,Exercise,playlist_2
64,Male,Angry,10,Fair,9,Pop,Other,Sleeping,playlist_2
72,Other,Angry,2,Fair,5,Instrumental,Kannada,Exercise,playlist_5
65,Female,Tired,2,Fair,4,Lo-fi,Telugu,Sleeping,playlist_5
33,Female,Angry,7,Good,1,Instrumental,Kannada,Studying,playlist_1
35,Prefer not to say,Tired,8,Good,9,Instrumental,Malayalam,Meditation,playlist_3
19,Male,Angry,8,Poor,9,Instrumental,Telugu,Relaxation,playlist_4
32,Female,Happy,6,Poor,4,Pop,Kannada,Relaxation,playlist_1
42,Female,Happy,10,Fair,9,Classical,Tamil,Meditation,playlist_3
56,Male,Tired,8,Poor,10,Instrumental,Spanish,Studying,playlist_1
36,Male,Angry,1,Poor,1,Pop,Kannada,Studying,playlist_1
35,Prefer not to say,Angry,9,Fair,5,Classical,Spanish,Exercise,playlist_4
20,Male,Sad,1,Good,1,Lo-fi,Kannada,Studying,playlist_1
15,Male,Anxiety,3,Good,4,Instrumental,Spanish,Exercise,playlist_5
19,Female,Tired,9,Good,5,Nature Sounds,English,Sleeping,playlist_2
55,Female,Anxiety,5,Poor,3,Pop,Spanish,Meditation,playlist_3
26,Female,Anxiety,9,Fair,2,Lo-fi,Spanish,Sleeping,playlist_2
40,Other,Tired,9,Good,6,Lo-fi,English,Sleeping,playlist_2
60,Other,Angry,6,Poor,3,Lo-fi,English,Sleeping,playlist_4
48,Other,Tired,1,Fair,10,Pop,Malayalam,Sleeping,playlist_5
63,Male,Anxiety,10,Good,1,Classical,Spanish,Relaxation,playlist_3
28,Female,Angry,7,Good,5,Nature Sounds,Kannada,Studying,playlist_1
40,Male,Happy,6,Fair,2,Classical,Other,Meditation,playlist_1
59,Male,Tired,9,Poor,2,Instrumental,Tamil,Meditation,playlist_5
41,Female,Tired,7,Poor,4,Nature Sounds,Telugu,Sleeping,playlist_2
23,Male,Angry,4,Good,4,Classical,Other,Meditation,playlist_4
40,Other,Happy,7,Fair,4,Instrumental,English,Exercise,playlist_1
71,Male,Happy,2,Poor,7,Nature Sounds,Hindi,Meditation,playlist_3
61,Female,Angry,6,Fair,1,Pop,Kannada,Sleeping,playlist_4
71,Male,Sad,6,Fair,8,Instrumental,Tamil,Meditation,playlist_3
36,Male,Tired,2,Good,10,Classical,Tamil,Studying,playlist_1
61,Female,Tired,4,Fair,9,Nature Sounds,English,Sleeping,playlist_5
70,Male,Anxiety,8,Fair,10,Instrumental,Malayalam,Relaxation,playlist_3
44,Female,Angry,8,Fair,6,Instrumental,English,Studying,playlist_1
57,Other,Anxiety,8,Poor,4,Pop,Malayalam,Meditation,playlist_3
62,Female,Anxiety,8,Good,6,Instrumental,Other,Relaxation,playlist_3
31,Male,Happy,1,Good,10,Nature Sounds,Hindi,Studying,playlist_1
40,Male,Tired,2,Fair,7,Lo-fi,Hindi,Exercise,playlist_5
50,Male,Anxiety,4,Fair,6,Nature Sounds,English,Studying,playlist_1
15,Female,Happy,9,Poor,1,Nature Sounds,Telugu,Relaxation,playlist_1
22,Female,Angry,3,Good,5,Pop,Other,Exercise,playlist_5
63,Male,Anxiety,6,Poor,8,Pop,Spanish,Meditation,playlist_3
49,Female,Tired,7,Good,8,Instrumental,English,Sleeping,playlist_2
66,Male,Anxiety,8,Poor,10,Pop,English,Meditation,playlist_3
29,Female,Angry,7,Fair,9,Instrumental,Other,Sleeping,playlist_2
61,Female,Anxiety,3,Poor,4,Lo-fi,Tamil,Sleeping,playlist_3
70,Male,Tired,6,Fair,10,Classical,English,Relaxation,playlist_5
36,Female,Happy,5,Good,6,Pop,English,Exercise,playlist_5
28,Female,Tired,10,Good,7,Pop,English,Exercise,playlist_5
40,Female,Happy,4,Fair,5,Lo-fi,Telugu,Studying,playlist_1
42,Female,Sad,1,Good,8,Pop,Tamil,Meditation,playlist_3
37,Other,Tired,7,Poor,3,Lo-fi,Kannada,Relaxation,playlist_5
28,Female,Tired,8,Fair,8,Instrumental,Other,Meditation,playlist_3
38,Male,Angry,2,Good,5,Pop,Kannada,Studying,playlist_1
16,Male,Anxiety,7,Poor,1,Pop,Kannada,Studying,playlist_1
59,Male,Happy,6,Poor,6,Instrumental,Kannada,Relaxation,playlist_1
40,Male,Happy,5,Good,2,Pop,Tamil,Studying,playlist_1
28,Prefer not to say,Angry,4,Good,7,Nature Sounds,English,Relaxation,playlist_4
73,Male,Angry,2,Poor,9,Lo-fi,Kannada,Studying,playlist_1
70,Female,Anxiety,10,Fair,3,Classical,Other,Exercise,playlist_3
65,Male,Anxiety,6,Good,10,Nature Sounds,English,Relaxation,playlist_3
21,Male,Tired,5,Good,4,Classical,Spanish,Exercise,playlist_5
17,Prefer not to say,Sad,2,Fair,4,Nature Sounds,Spanish,Exercise,playlist_5
61,Male,Anxiety,10,Fair,4,Nature Sounds,Kannada,Relaxation,playlist_3
37,Female,Angry,7,Good,3,Nature Sounds,Telugu,Meditation,playlist_4
60,Other,Anxiety,6,Fair,5,Lo-fi,Other,Sleeping,playlist_3
57,Other,Happy,9,Poor,9,Classical,English,Studying,playlist_1
61,Female,Sad,10,Poor,8,Instrumental,Tamil,Studying,playlist_1
74,Female,Tired,5,Poor,10,Instrumental,Malayalam,Meditation,playlist_3
59,Female,Happy,9,Good,2,Pop,Telugu,Sleeping,playlist_2
32,Male,Happy,9,Fair,9,Lo-fi,Other,Meditation,playlist_3
72,Female,Sad,1,Poor,10,Lo-fi,Malayalam,Sleeping,playlist_2
52,Prefer not to say,Tired,5,Fair,2,Lo-fi,Telugu,Relaxation,playlist_5
49,Female,Angry,9,Poor,7,Nature Sounds,Tamil,Relaxation,playlist_4
65,Male,Tired,7,Fair,5,Lo-fi,Telugu,Exercise,playlist_5
29,Female,Anxiety,6,Poor,7,Instrumental,Spanish,Exercise,playlist_3
39,Female,Happy,6,Poor,5,Lo-fi,English,Relaxation,playlist_1
69,Male,Anxiety,7,Poor,6,Nature Sounds,Hindi,Exercise,playlist_3
51,Female,Angry,1,Poor,8,Classical,Hindi,Relaxation,playlist_4
42,Female,Anxiety,4,Poor,1,Lo-fi,Kannada,Meditation,playlist_3
24,Female,Tired,1,Poor,1,Classical,Spanish,Studying,playlist_1
53,Male,Anxiety,6,Poor,5,Pop,Kannada,Relaxation,playlist_3
71,Male,Angry,4,Poor,1,Nature Sounds,English,Relaxation,playlist_4
31,Female,Angry,1,Poor,3,Lo-fi,Tamil,Relaxation,playlist_4
53,Female,Angry,9,Fair,10,Pop,English,Exercise,playlist_4
36,Male,Tired,4,Fair,9,Pop,Kannada,Exercise,playlist_5
40,Male,Angry,6,Good,7,Classical,Telugu,Exercise,playlist_4
58,Male,Happy,7,Poor,6,Instrumental,Malayalam,Exercise,playlist_1
39,Female,Angry,8,Fair,8,Instrumental,Spanish,Meditation,playlist_3
31,Prefer not to say,Anxiety,9,Fair,8,Instrumental,English,Relaxation,playlist_3
27,Female,Anxiety,9,Fair,6,Instrumental,English,Meditation,playlist_3
34,Female,Anxiety,8,Fair,4,Nature Sounds,Tamil,Exercise,playlist_3
39,Female,Tired,10,Fair,4,Lo-fi,Kannada,Meditation,playlist_5
18,Female,Anxiety,3,Fair,4,Lo-fi,Other,Relaxation,playlist_3
24,Male,Tired,2,Good,6,Nature Sounds,English,Relaxation,playlist_5
17,Female,Tired,5,Fair,1,Classical,Telugu,Exercise,playlist_5
55,Male,Angry,1,Good,2,Lo-fi,Malayalam,Relaxation,playlist_4
59,Female,Happy,3,Good,6,Pop,Telugu,Meditation,playlist_1
32,Male,Angry,1,Poor,1,Lo-fi,Hindi,Sleeping,playlist_4
61,Male,Angry,3,Poor,9,Nature Sounds,Kannada,Relaxation,playlist_4
50,Male,Tired,4,Poor,6,Classical,Telugu,Meditation,playlist_5
61,Female,Tired,7,Fair,7,Lo-fi,Tamil,Meditation,playlist_3
36,Male,Anxiety,5,Poor,1,Nature Sounds,Malayalam,Meditation,playlist_3
48,Male,Anxiety,5,Fair,8,Pop,Kannada,Relaxation,playlist_3
61,Other,Angry,1,Fair,5,Instrumental,Telugu,Sleeping,playlist_4
22,Female,Sad,8,Poor,5,Pop,English,Exercise,playlist_2
54,Male,Sad,4,Poor,6,Pop,Kannada,Exercise,playlist_5
63,Male,Anxiety,10,Good,7,Classical,Telugu,Relaxation,playlist_3
58,Male,Sad,5,Good,7,Lo-fi,Other,Relaxation,playlist_2
33,Female,Anxiety,2,Fair,5,Instrumental,Spanish,Studying,playlist_1
56,Female,Tired,1,Fair,1,Nature Sounds,English,Sleeping,playlist_5
55,Male,Angry,9,Poor,9,Instrumental,Hindi,Meditation,playlist_3
51,Female,Happy,2,Poor,6,Lo-fi,Malayalam,Meditation,playlist_1
20,Male,Angry,6,Good,9,Classical,Kannada,Exercise,playlist_4
66,Male,Anxiety,1,Poor,4,Lo-fi,Kannada,Relaxation,playlist_3
40,Prefer not to say,Anxiety,1,Fair,2,Nature Sounds,Telugu,Sleeping,playlist_3
48,Male,Angry,9,Poor,3,Instrumental,Hindi,Exercise,playlist_4
73,Female,Anxiety,4,Good,4,Pop,Tamil,Sleeping,playlist_3
70,Female,Sad,9,Fair,10,Lo-fi,Telugu,Relaxation,playlist_2
73,Male,Sad,5,Good,8,Classical,Telugu,Meditation,playlist_3
59,Female,Anxiety,7,Good,3,Classical,Tamil,Studying,playlist_1
20,Female,Anxiety,1,Fair,8,Instrumental,Other,Sleeping,playlist_3
51,Other,Sad,6,Good,6,Pop,Tamil,Meditation,playlist_2
71,Male,Anxiety,8,Poor,4,Nature Sounds,Tamil,Sleeping,playlist_2
47,Male,Anxiety,1,Poor,7,Pop,Malayalam,Sleeping,playlist_3
67,Male,Angry,9,Good,5,Instrumental,Tamil,Sleeping,playlist_2
36,Female,Happy,3,Poor,5,Pop,Spanish,Relaxation,playlist_1
35,Male,Sad,1,Good,9,Instrumental,Tamil,Exercise,playlist_5
20,Male,Angry,1,Poor,3,Pop,English,Sleeping,playlist_4
20,Prefer not to say,Happy,6,Good,10,Lo-fi,English,Relaxation,playlist_1
69,Male,Anxiety,6,Poor,4,Classical,Tamil,Studying,playlist_1
62,Male,Anxiety,1,Fair,5,Instrumental,Malayalam,Exercise,playlist_5
18,Female,Angry,3,Fair,1,Instrumental,Malayalam,Relaxation,playlist_4
44,Female,Anxiety,7,Poor,7,Classical,Hindi,Studying,playlist_1
25,Male,Tired,10,Good,8,Nature Sounds,Malayalam,Exercise,playlist_5
44,Male,Angry,3,Poor,6,Instrumental,Spanish,Relaxation,playlist_4
45,Male,Happy,3,Good,9,Lo-fi,Spanish,Studying,playlist_1
38,Male,Angry,3,Poor,3,Pop,Hindi,Relaxation,playlist_4
69,Female,Sad,7,Poor,2,Lo-fi,Tamil,Studying,playlist_1
23,Female,Angry,4,Fair,5,Instrumental,Malayalam,Sleeping,playlist_4
69,Female,Anxiety,4,Good,9,Nature Sounds,English,Sleeping,playlist_3
17,Female,Anxiety,3,Good,1,Instrumental,Hindi,Exercise,playlist_5
65,Female,Tired,10,Good,1,Nature Sounds,English,Studying,playlist_1
45,Female,Tired,9,Good,10,Classical,Spanish,Sleeping,playlist_2
54,Other,Tired,2,Good,3,Pop,Telugu,Exercise,playlist_5
51,Female,Happy,4,Fair,10,Lo-fi,Other,Meditation,playlist_3
50,Female,Tired,8,Poor,3,Nature Sounds,Spanish,Sleeping,playlist_2
38,Male,Happy,6,Good,5,Lo-fi,Spanish,Sleeping,playlist_1
45,Male,Tired,7,Good,4,Classical,English,Relaxation,playlist_5
20,Female,Happy,7,Poor,6,Instrumental,Tamil,Meditation,playlist_1
16,Male,Angry,2,Fair,8,Nature Sounds,Malayalam,Studying,playlist_1
34,Female,Angry,4,Fair,8,Pop,Spanish,Exercise,playlist_5
42,Female,Anxiety,10,Fair,4,Nature Sounds,Malayalam,Meditation,playlist_3
25,Female,Happy,10,Poor,1,Instrumental,Other,Studying,playlist_1
18,Female,Sad,6,Poor,7,Instrumental,Kannada,Sleeping,playlist_2
29,Male,Anxiety,3,Fair,6,Pop,Other,Exercise,playlist_5
20,Male,Angry,9,Fair,5,Pop,Other,Exercise,playlist_4
68,Other,Happy,4,Poor,4,Classical,Tamil,Meditation,playlist_1
63,Male,Tired,10,Fair,6,Lo-fi,Other,Relaxation,playlist_5
44,Female,Sad,2,Good,8,Nature Sounds,Telugu,Studying,playlist_1
70,Male,Angry,6,Poor,6,Classical,Malayalam,Meditation,playlist_4
52,Male,Anxiety,1,Fair,3,Lo-fi,English,Relaxation,playlist_3
65,Male,Happy,6,Good,9,Classical,Hindi,Relaxation,playlist_1
71,Female,Sad,10,Poor,3,Pop,Spanish,Relaxation,playlist_2
16,Male,Happy,1,Poor,4,Pop,Tamil,Exercise,playlist_5
29,Male,Tired,8,Good,5,Instrumental,Other,Studying,playlist_1
25,Male,Anxiety,5,Poor,2,Nature Sounds,Malayalam,Studying,playlist_1
22,Male,Happy,6,Fair,10,Nature Sounds,Hindi,Meditation,playlist_3
40,Male,Angry,2,Poor,10,Nature Sounds,English,Sleeping,playlist_4
65,Male,Anxiety,2,Fair,2,Classical,Other,Meditation,playlist_3
59,Female,Angry,9,Good,6,Classical,Malayalam,Studying,playlist_1
58,Male,Happy,3,Good,2,Nature Sounds,Other,Exercise,playlist_5
19,Male,Anxiety,6,Poor,10,Instrumental,Other,Meditation,playlist_3
20,Prefer not to say,Angry,10,Good,1,Lo-fi,Telugu,Sleeping,playlist_2
40,Male,Tired,5,Good,8,Classical,Spanish,Meditation,playlist_3
68,Other,Tired,4,Poor,10,Nature Sounds,Spanish,Relaxation,playlist_5
18,Male,Happy,10,Fair,10,Pop,Tamil,Sleeping,playlist_2
33,Male,Anxiety,2,Poor,1,Classical,Hindi,Relaxation,playlist_3
34,Male,Sad,8,Poor,10,Lo-fi,Malayalam,Exercise,playlist_2
47,Female,Anxiety,10,Fair,6,Classical,Spanish,Studying,playlist_1
34,Female,Tired,7,Fair,1,Lo-fi,Tamil,Meditation,playlist_5
63,Male,Angry,2,Fair,8,Lo-fi,Other,Meditation,playlist_3
26,Female,Sad,6,Poor,5,Classical,Malayalam,Relaxation,playlist_2
61,Female,Happy,8,Fair,3,Lo-fi,Tamil,Relaxation,playlist_1
15,Male,Sad,7,Good,5,Classical,Hindi,Studying,playlist_1
40,Female,Happy,1,Fair,1,Classical,Telugu,Meditation,playlist_1
28,Female,Sad,5,Good,1,Instrumental,Tamil,Studying,playlist_1
52,Male,Happy,2,Fair,4,Pop,Telugu,Relaxation,playlist_1
51,Male,Happy,6,Good,9,Lo-fi,Telugu,Relaxation,playlist_1
25,Female,Sad,7,Good,9,Classical,Spanish,Sleeping,playlist_2
50,Prefer not to say,Sad,7,Good,1,Lo-fi,Spanish,Relaxation,playlist_2
27,Male,Happy,3,Good,3,Classical,English,Relaxation,playlist_1
57,Other,Tired,7,Good,4,Classical,Malayalam,Studying,playlist_1
17,Male,Sad,5,Fair,2,Classical,Hindi,Sleeping,playlist_2
47,Other,Anxiety,8,Poor,7,Pop,Other,Sleeping,playlist_2
20,Female,Angry,8,Poor,3,Lo-fi,English,Meditation,playlist_4
64,Female,Happy,7,Poor,1,Pop,Kannada,Exercise,playlist_1
70,Female,Happy,6,Poor,1,Pop,Other,Meditation,playlist_1
24,Male,Angry,2,Poor,3,Pop,Spanish,Meditation,playlist_4
19,Male,Tired,6,Good,6,Pop,Malayalam,Meditation,playlist_5
37,Female,Angry,9,Fair,4,Instrumental,English,Sleeping,playlist_2
24,Male,Sad,2,Good,1,Lo-fi,Other,Studying,playlist_1
58,Female,Angry,1,Fair,7,Lo-fi,Tamil,Relaxation,playlist_4
16,Prefer not to say,Happy,5,Fair,2,Classical,Tamil,Sleeping,playlist_1
27,Male,Angry,6,Fair,5,Lo-fi,Tamil,Relaxation,playlist_4
54,Female,Anxiety,3,Fair,8,Pop,Kannada,Relaxation,playlist_3
16,Male,Sad,8,Poor,7,Nature Sounds,Telugu,Exercise,playlist_2
34,Female,Angry,7,Fair,8,Lo-fi,Spanish,Meditation,playlist_3
15,Male,Happy,2,Fair,10,Nature Sounds,Tamil,Exercise,playlist_5
51,Male,Sad,7,Poor,6,Instrumental,Other,Meditation,playlist_2
23,Female,Happy,1,Good,7,Classical,Malayalam,Sleeping,playlist_1
31,Female,Tired,9,Good,9,Classical,Malayalam,Relaxation,playlist_5
23,Female,Anxiety,7,Good,6,Classical,Spanish,Exercise,playlist_3
25,Female,Tired,6,Good,9,Instrumental,English,Sleeping,playlist_5
29,Female,Anxiety,2,Fair,2,Pop,Telugu,Sleeping,playlist_3
38,Female,Angry,3,Poor,2,Nature Sounds,English,Meditation,playlist_4
52,Male,Sad,1,Poor,2,Lo-fi,English,Relaxation,playlist_2
69,Male,Angry,10,Good,6,Pop,Tamil,Meditation,playlist_4
49,Male,Anxiety,5,Poor,2,Classical,English,Meditation,playlist_3
44,Male,Anxiety,9,Fair,3,Classical,Other,Sleeping,playlist_2
45,Male,Anxiety,6,Good,8,Pop,Other,Meditation,playlist_3
63,Male,Happy,5,Fair,8,Nature Sounds,Spanish,Studying,playlist_1
19,Female,Sad,3,Fair,4,Pop,Kannada,Relaxation,playlist_2
74,Male,Angry,5,Fair,9,Instrumental,Malayalam,Meditation,playlist_3
58,Female,Angry,8,Fair,8,Classical,Malayalam,Meditation,playlist_3
64,Female,Tired,2,Fair,1,Nature Sounds,Malayalam,Exercise,playlist_5
28,Other,Anxiety,5,Good,8,Lo-fi,Spanish,Relaxation,playlist_3
67,Male,Anxiety,6,Fair,1,Classical,Other,Relaxation,playlist_3
70,Female,Anxiety,10,Good,4,Pop,Other,Meditation,playlist_3
25,Female,Angry,8,Poor,10,Nature Sounds,Telugu,Studying,playlist_1
23,Prefer not to say,Tired,8,Fair,6,Classical,Tamil,Exercise,playlist_5
48,Male,Happy,5,Fair,7,Lo-fi,Tamil,Studying,playlist_1
26,Male,Sad,9,Poor,10,Lo-fi,Spanish,Meditation,playlist_3
49,Male,Happy,4,Good,4,Pop,English,Relaxation,playlist_1
49,Male,Angry,9,Fair,8,Instrumental,English,Relaxation,playlist_4
15,Female,Anxiety,7,Poor,8,Pop,Hindi,Studying,playlist_1
54,Female,Sad,6,Poor,9,Nature Sounds,Hindi,Sleeping,playlist_2
36,Male,Angry,4,Fair,6,Pop,Tamil,Meditation,playlist_4
74,Male,Angry,2,Good,4,Nature Sounds,Spanish,Relaxation,playlist_4
